# primary_source, primary_data_type, primary_descriptor, dependent_source, dependent_data_type, dependent_descriptor, relationship, dependency_type

# <---- CoDICE Dependencies ---->

codice, l0, raw, codice, l1a, all, HARD, DOWNSTREAM
hi, l1c, 90sensor-pset, hi, l2, h90-ena-h-hf-nsp-anti-4deg-6mo, HARD_NO_TRIGGER, DOWNSTREAM
hi, l1c, 90sensor-pset, hi, l2, h90-ena-h-sf-nsp-ram-4deg-1yr, HARD_NO_TRIGGER, DOWNSTREAM
hi, l1c, 90sensor-pset, hi, l2, h90-ena-h-hf-nsp-ram-4deg-1yr, HARD_NO_TRIGGER, DOWNSTREAM
hi, l1c, 90sensor-pset, hi, l2, h90-ena-h-sf-nsp-anti-4deg-1yr, HARD_NO_TRIGGER, DOWNSTREAM
hi, l1c, 90sensor-pset, hi, l2, h90-ena-h-hf-nsp-anti-4deg-1yr, HARD_NO_TRIGGER, DOWNSTREAM

# Hi-45 L2
# leapseconds
leapseconds, spice, historical, hi, l2, h45-ena-h-sf-nsp-full-6deg-3mo, HARD_NO_TRIGGER, DOWNSTREAM
leapseconds, spice, historical, hi, l2, h45-ena-h-hf-nsp-full-6deg-3mo, HARD_NO_TRIGGER, DOWNSTREAM
leapseconds, spice, historical, hi, l2, h45-ena-h-sf-nsp-full-6deg-6mo, HARD_NO_TRIGGER, DOWNSTREAM
leapseconds, spice, historical, hi, l2, h45-ena-h-hf-nsp-full-6deg-6mo, HARD_NO_TRIGGER, DOWNSTREAM
leapseconds, spice, historical, hi, l2, h45-ena-h-sf-nsp-ram-6deg-6mo, HARD_NO_TRIGGER, DOWNSTREAM
leapseconds, spice, historical, hi, l2, h45-ena-h-hf-nsp-ram-6deg-6mo, HARD_NO_TRIGGER, DOWNSTREAM
leapseconds, spice, historical, hi, l2, h45-ena-h-sf-nsp-anti-6deg-6mo, HARD_NO_TRIGGER, DOWNSTREAM
leapseconds, spice, historical, hi, l2, h45-ena-h-hf-nsp-anti-6deg-6mo, HARD_NO_TRIGGER, DOWNSTREAM
leapseconds, spice, historical, hi, l2, h45-ena-h-sf-nsp-ram-6deg-1yr, HARD_NO_TRIGGER, DOWNSTREAM
leapseconds, spice, historical, hi, l2, h45-ena-h-hf-nsp-ram-6deg-1yr, HARD_NO_TRIGGER, DOWNSTREAM
leapseconds, spice, historical, hi, l2, h45-ena-h-sf-nsp-anti-6deg-1yr, HARD_NO_TRIGGER, DOWNSTREAM
leapseconds, spice, historical, hi, l2, h45-ena-h-hf-nsp-anti-6deg-1yr, HARD_NO_TRIGGER, DOWNSTREAM
leapseconds, spice, historical, hi, l2, h45-ena-h-sf-nsp-full-4deg-3mo, HARD_NO_TRIGGER, DOWNSTREAM
leapseconds, spice, historical, hi, l2, h45-ena-h-hf-nsp-full-4deg-3mo, HARD_NO_TRIGGER, DOWNSTREAM
leapseconds, spice, historical, hi, l2, h45-ena-h-sf-nsp-full-4deg-6mo, HARD_NO_TRIGGER, DOWNSTREAM
leapseconds, spice, historical, hi, l2, h45-ena-h-hf-nsp-full-4deg-6mo, HARD_NO_TRIGGER, DOWNSTREAM
leapseconds, spice, historical, hi, l2, h45-ena-h-sf-nsp-ram-4deg-6mo, HARD_NO_TRIGGER, DOWNSTREAM
leapseconds, spice, historical, hi, l2, h45-ena-h-hf-nsp-ram-4deg-6mo, HARD_NO_TRIGGER, DOWNSTREAM
leapseconds, spice, historical, hi, l2, h45-ena-h-sf-nsp-anti-4deg-6mo, HARD_NO_TRIGGER, DOWNSTREAM
leapseconds, spice, historical, hi, l2, h45-ena-h-hf-nsp-anti-4deg-6mo, HARD_NO_TRIGGER, DOWNSTREAM
leapseconds, spice, historical, hi, l2, h45-ena-h-sf-nsp-ram-4deg-1yr, HARD_NO_TRIGGER, DOWNSTREAM
leapseconds, spice, historical, hi, l2, h45-ena-h-hf-nsp-ram-4deg-1yr, HARD_NO_TRIGGER, DOWNSTREAM
leapseconds, spice, historical, hi, l2, h45-ena-h-sf-nsp-anti-4deg-1yr, HARD_NO_TRIGGER, DOWNSTREAM
leapseconds, spice, historical, hi, l2, h45-ena-h-hf-nsp-anti-4deg-1yr, HARD_NO_TRIGGER, DOWNSTREAM
# L1C PSET
hi, l1c, 45sensor-pset, hi, l2, h45-ena-h-sf-nsp-full-6deg-3mo, HARD_NO_TRIGGER, DOWNSTREAM
hi, l1c, 45sensor-pset, hi, l2, h45-ena-h-hf-nsp-full-6deg-3mo, HARD_NO_TRIGGER, DOWNSTREAM
hi, l1c, 45sensor-pset, hi, l2, h45-ena-h-sf-nsp-full-6deg-6mo, HARD_NO_TRIGGER, DOWNSTREAM
hi, l1c, 45sensor-pset, hi, l2, h45-ena-h-hf-nsp-full-6deg-6mo, HARD_NO_TRIGGER, DOWNSTREAM
hi, l1c, 45sensor-pset, hi, l2, h45-ena-h-sf-nsp-ram-6deg-6mo, HARD_NO_TRIGGER, DOWNSTREAM
hi, l1c, 45sensor-pset, hi, l2, h45-ena-h-hf-nsp-ram-6deg-6mo, HARD_NO_TRIGGER, DOWNSTREAM
hi, l1c, 45sensor-pset, hi, l2, h45-ena-h-sf-nsp-anti-6deg-6mo, HARD_NO_TRIGGER, DOWNSTREAM
hi, l1c, 45sensor-pset, hi, l2, h45-ena-h-hf-nsp-anti-6deg-6mo, HARD_NO_TRIGGER, DOWNSTREAM
hi, l1c, 45sensor-pset, hi, l2, h45-ena-h-sf-nsp-ram-6deg-1yr, HARD_NO_TRIGGER, DOWNSTREAM
hi, l1c, 45sensor-pset, hi, l2, h45-ena-h-hf-nsp-ram-6deg-1yr, HARD_NO_TRIGGER, DOWNSTREAM
hi, l1c, 45sensor-pset, hi, l2, h45-ena-h-sf-nsp-anti-6deg-1yr, HARD_NO_TRIGGER, DOWNSTREAM
hi, l1c, 45sensor-pset, hi, l2, h45-ena-h-hf-nsp-anti-6deg-1yr, HARD_NO_TRIGGER, DOWNSTREAM
hi, l1c, 45sensor-pset, hi, l2, h45-ena-h-sf-nsp-full-4deg-3mo, HARD_NO_TRIGGER, DOWNSTREAM
hi, l1c, 45sensor-pset, hi, l2, h45-ena-h-hf-nsp-full-4deg-3mo, HARD_NO_TRIGGER, DOWNSTREAM
hi, l1c, 45sensor-pset, hi, l2, h45-ena-h-sf-nsp-full-4deg-6mo, HARD_NO_TRIGGER, DOWNSTREAM
hi, l1c, 45sensor-pset, hi, l2, h45-ena-h-hf-nsp-full-4deg-6mo, HARD_NO_TRIGGER, DOWNSTREAM
hi, l1c, 45sensor-pset, hi, l2, h45-ena-h-sf-nsp-ram-4deg-6mo, HARD_NO_TRIGGER, DOWNSTREAM
hi, l1c, 45sensor-pset, hi, l2, h45-ena-h-hf-nsp-ram-4deg-6mo, HARD_NO_TRIGGER, DOWNSTREAM
hi, l1c, 45sensor-pset, hi, l2, h45-ena-h-sf-nsp-anti-4deg-6mo, HARD_NO_TRIGGER, DOWNSTREAM
hi, l1c, 45sensor-pset, hi, l2, h45-ena-h-hf-nsp-anti-4deg-6mo, HARD_NO_TRIGGER, DOWNSTREAM
hi, l1c, 45sensor-pset, hi, l2, h45-ena-h-sf-nsp-ram-4deg-1yr, HARD_NO_TRIGGER, DOWNSTREAM
hi, l1c, 45sensor-pset, hi, l2, h45-ena-h-hf-nsp-ram-4deg-1yr, HARD_NO_TRIGGER, DOWNSTREAM
hi, l1c, 45sensor-pset, hi, l2, h45-ena-h-sf-nsp-anti-4deg-1yr, HARD_NO_TRIGGER, DOWNSTREAM
hi, l1c, 45sensor-pset, hi, l2, h45-ena-h-hf-nsp-anti-4deg-1yr, HARD_NO_TRIGGER, DOWNSTREAM

hi, l2, h90-ena-h-sf-nsp-ram-hae-4deg-6mo, hi, l3, h90-ena-h-sf-sp-full-hae-4deg-6mo, HARD, DOWNSTREAM
hi, l2, h90-ena-h-sf-nsp-anti-hae-4deg-6mo, hi, l3, h90-ena-h-sf-sp-full-hae-4deg-6mo, HARD, DOWNSTREAM

hi, l3, h90-ena-h-hf-sp-full-hae-4deg-6mo, hi, l3, h90-spx-h-hf-sp-full-hae-4deg-6mo, HARD, DOWNSTREAM


hi, l2, h90-ena-h-hf-nsp-anti-hae-4deg-1yr, hi, l3, hic-ena-h-hf-nsp-full-hae-4deg-1yr, HARD, DOWNSTREAM
hi, l2, h90-ena-h-hf-nsp-ram-hae-4deg-1yr, hi, l3, hic-ena-h-hf-nsp-full-hae-4deg-1yr, HARD, DOWNSTREAM
hi, l2, h45-ena-h-hf-nsp-anti-hae-4deg-1yr, hi, l3, hic-ena-h-hf-nsp-full-hae-4deg-1yr, HARD, DOWNSTREAM
hi, l2, h45-ena-h-hf-nsp-ram-hae-4deg-1yr, hi, l3, hic-ena-h-hf-nsp-full-hae-4deg-1yr, HARD, DOWNSTREAM

hi, l2, h90-ena-h-hf-nsp-anti-hae-6deg-1yr, hi, l3, hic-ena-h-hf-nsp-full-hae-6deg-1yr, HARD, DOWNSTREAM
hi, l2, h90-ena-h-hf-nsp-ram-hae-6deg-1yr, hi, l3, hic-ena-h-hf-nsp-full-hae-6deg-1yr, HARD, DOWNSTREAM
hi, l2, h45-ena-h-hf-nsp-anti-hae-6deg-1yr, hi, l3, hic-ena-h-hf-nsp-full-hae-6deg-1yr, HARD, DOWNSTREAM
hi, l2, h45-ena-h-hf-nsp-ram-hae-6deg-1yr, hi, l3, hic-ena-h-hf-nsp-full-hae-6deg-1yr, HARD, DOWNSTREAM

hi, l3, h90-ena-h-hf-sp-anti-hae-4deg-1yr, hi, l3, hic-ena-h-hf-sp-full-hae-4deg-1yr, HARD, DOWNSTREAM
hi, l3, h90-ena-h-hf-sp-ram-hae-4deg-1yr, hi, l3, hic-ena-h-hf-sp-full-hae-4deg-1yr, HARD, DOWNSTREAM
hi, l3, h45-ena-h-hf-sp-anti-hae-4deg-1yr, hi, l3, hic-ena-h-hf-sp-full-hae-4deg-1yr, HARD, DOWNSTREAM
hi, l3, h45-ena-h-hf-sp-ram-hae-4deg-1yr, hi, l3, hic-ena-h-hf-sp-full-hae-4deg-1yr, HARD, DOWNSTREAM

hi, l3, h90-ena-h-hf-sp-anti-hae-6deg-1yr, hi, l3, hic-ena-h-hf-sp-full-hae-6deg-1yr, HARD, DOWNSTREAM
hi, l3, h90-ena-h-hf-sp-ram-hae-6deg-1yr, hi, l3, hic-ena-h-hf-sp-full-hae-6deg-1yr, HARD, DOWNSTREAM
hi, l3, h45-ena-h-hf-sp-anti-hae-6deg-1yr, hi, l3, hic-ena-h-hf-sp-full-hae-6deg-1yr, HARD, DOWNSTREAM
hi, l3, h45-ena-h-hf-sp-ram-hae-6deg-1yr, hi, l3, hic-ena-h-hf-sp-full-hae-6deg-1yr, HARD, DOWNSTREAM

# <---- HIT Dependencies ---->

hit, l0, raw, hit, l1a, all, HARD, DOWNSTREAM
leapseconds, spice, historical, hit, l1a, all, HARD_NO_TRIGGER, DOWNSTREAM
spacecraft_clock, spice, historical, hit, l1a, all, HARD_NO_TRIGGER, DOWNSTREAM

hit, l0, raw, hit, l1b, hk, HARD, DOWNSTREAM
leapseconds, spice, historical, hit, l1b, hk, HARD_NO_TRIGGER, DOWNSTREAM
spacecraft_clock, spice, historical, hit, l1b, hk, HARD_NO_TRIGGER, DOWNSTREAM

hit, l1a, counts, hit, l1b, all, HARD, DOWNSTREAM

hit, l1b, standard-rates, hit, l2, standard-intensity, HARD, DOWNSTREAM
hit, l1b, summed-rates, hit, l2, summed-intensity, HARD, DOWNSTREAM
hit, l1b, sectored-rates, hit, l2, macropixel-intensity, HARD, DOWNSTREAM

hit, ancillary, sectored-dt0-factors, hit, l2, macropixel-intensity, HARD, DOWNSTREAM
hit, ancillary, sectored-dt1-factors, hit, l2, macropixel-intensity, HARD, DOWNSTREAM
hit, ancillary, sectored-dt2-factors, hit, l2, macropixel-intensity, HARD, DOWNSTREAM
hit, ancillary, sectored-dt3-factors, hit, l2, macropixel-intensity, HARD, DOWNSTREAM

hit, ancillary, standard-dt0-factors, hit, l2, standard-intensity, HARD, DOWNSTREAM
hit, ancillary, standard-dt1-factors, hit, l2, standard-intensity, HARD, DOWNSTREAM
hit, ancillary, standard-dt2-factors, hit, l2, standard-intensity, HARD, DOWNSTREAM
hit, ancillary, standard-dt3-factors, hit, l2, standard-intensity, HARD, DOWNSTREAM

hit, ancillary, summed-dt0-factors, hit, l2, summed-intensity, HARD, DOWNSTREAM
hit, ancillary, summed-dt1-factors, hit, l2, summed-intensity, HARD, DOWNSTREAM
hit, ancillary, summed-dt2-factors, hit, l2, summed-intensity, HARD, DOWNSTREAM
hit, ancillary, summed-dt3-factors, hit, l2, summed-intensity, HARD, DOWNSTREAM

hit, l2, macropixel-intensity, hit, l3, macropixel, HARD, DOWNSTREAM
mag, l1d, norm-mago, hit, l3, macropixel, HARD, DOWNSTREAM

hit, l1a, direct-events, hit, l3, direct-events, HARD, DOWNSTREAM
hit, ancillary, range-2A-cosine-lookup, hit, l3, direct-events, HARD, DOWNSTREAM
hit, ancillary, range-3A-cosine-lookup, hit, l3, direct-events, HARD, DOWNSTREAM
hit, ancillary, range-4A-cosine-lookup, hit, l3, direct-events, HARD, DOWNSTREAM
hit, ancillary, range-2B-cosine-lookup, hit, l3, direct-events, HARD, DOWNSTREAM
hit, ancillary, range-3B-cosine-lookup, hit, l3, direct-events, HARD, DOWNSTREAM
hit, ancillary, range-4B-cosine-lookup, hit, l3, direct-events, HARD, DOWNSTREAM
hit, ancillary, lo-gain-lookup, hit, l3, direct-events, HARD, DOWNSTREAM
hit, ancillary, hi-gain-lookup, hit, l3, direct-events, HARD, DOWNSTREAM
hit, ancillary, range-2A-charge-fit-lookup, hit, l3, direct-events, HARD, DOWNSTREAM
hit, ancillary, range-3A-charge-fit-lookup, hit, l3, direct-events, HARD, DOWNSTREAM
hit, ancillary, range-4A-charge-fit-lookup, hit, l3, direct-events, HARD, DOWNSTREAM
hit, ancillary, range-2B-charge-fit-lookup, hit, l3, direct-events, HARD, DOWNSTREAM
hit, ancillary, range-3B-charge-fit-lookup, hit, l3, direct-events, HARD, DOWNSTREAM
hit, ancillary, range-4B-charge-fit-lookup, hit, l3, direct-events, HARD, DOWNSTREAM
hit, ancillary, hit-event-type-lookup, hit, l3, direct-events, HARD, DOWNSTREAM

# <---- IDEX Dependencies ---->

idex, l0, raw, idex, l1a, all, HARD, DOWNSTREAM
leapseconds, spice, historical, idex, l1a, all, HARD_NO_TRIGGER, DOWNSTREAM
spacecraft_clock, spice, historical, idex, l1a, all, HARD_NO_TRIGGER, DOWNSTREAM

idex, l1a, sci-1week, idex, l1b, sci-1week, HARD, DOWNSTREAM
spin, spin, historical, idex, l1b, sci-1week, HARD, DOWNSTREAM
leapseconds, spice, historical, idex, l1b, sci-1week, HARD_NO_TRIGGER, DOWNSTREAM
spacecraft_clock, spice, historical, idex, l1b, sci-1week, HARD_NO_TRIGGER, DOWNSTREAM
ephemeris_reconstructed, spice, historical, idex, l1b, sci-1week, HARD, DOWNSTREAM
attitude_history, spice, historical, idex, l1b, sci-1week, HARD, DOWNSTREAM
planetary_ephemeris, spice, historical, idex, l1b, sci-1week, HARD_NO_TRIGGER, DOWNSTREAM
imap_frames, spice, historical, idex, l1b, sci-1week, HARD_NO_TRIGGER, DOWNSTREAM

idex, l1b, sci-1week, idex, l2a, sci-1week, HARD, DOWNSTREAM
idex, l2a, sci-1week, idex, l2b, sci-1mo, HARD, DOWNSTREAM
leapseconds, spice, historical, idex, l2b, sci-1mo, HARD_NO_TRIGGER, DOWNSTREAM
spacecraft_clock, spice, historical, idex, l2b, sci-1mo, HARD_NO_TRIGGER, DOWNSTREAM
idex, l1b, evt, idex, l2b, sci-1mo, HARD_NO_TRIGGER, DOWNSTREAM
idex, l2b, sci-1mo, idex, l2c, all, HARD, DOWNSTREAM

# <---- LO Dependencies ---->
lo, l0, raw, lo, l1a, all, HARD, DOWNSTREAM
leapseconds, spice, historical, lo, l1a, all, HARD_NO_TRIGGER, DOWNSTREAM
spacecraft_clock, spice, historical, lo, l1a, all, HARD_NO_TRIGGER, DOWNSTREAM

lo, l1a, de, lo, l1b, de, HARD, DOWNSTREAM
lo, l1a, spin, lo, l1b, de, HARD, DOWNSTREAM
spacecraft_clock, spice, historical, lo, l1b, de, HARD_NO_TRIGGER, DOWNSTREAM
leapseconds, spice, historical, lo, l1b, de, HARD_NO_TRIGGER, DOWNSTREAM
ephemeris_reconstructed, spice, historical, lo, l1b, de, HARD_NO_TRIGGER, DOWNSTREAM
ephemeris_predicted, spice, historical, lo, l1b, de, HARD_NO_TRIGGER, DOWNSTREAM
attitude_history, spice, historical, lo, l1b, de, HARD_NO_TRIGGER, DOWNSTREAM
imap_frames, spice, historical, lo, l1b, de, HARD_NO_TRIGGER, DOWNSTREAM
planetary_ephemeris, spice, historical, lo, l1b, de, HARD_NO_TRIGGER, DOWNSTREAM
pointing_attitude, spice, historical, lo, l1b, de, HARD_NO_TRIGGER, DOWNSTREAM
science_frames, spice, historical, lo, l1b, de, HARD_NO_TRIGGER, DOWNSTREAM
lo, l1a, TODO, lo, l1b, badtimes, HARD, DOWNSTREAM
lo, l1a, histogram, lo, l1b, monitorrates, HARD, DOWNSTREAM
lo, l1a, spin, lo, l1b, monitorrates, HARD, DOWNSTREAM
lo, l1a, histogram, lo, l1b, histogramrates, HARD, DOWNSTREAM
lo, l1a, spin, lo, l1b, histogramrates, HARD, DOWNSTREAM
lo, l1a, histogram, lo, l1b, derates, HARD, DOWNSTREAM
lo, l1a, spin, lo, l1b, derates, HARD, DOWNSTREAM
lo, l1a, star, lo, l1b, prostar, HARD, DOWNSTREAM
lo, l1a, hk, lo, l1b, hk, HARD, DOWNSTREAM

# TODO: add more dependencies for pset
lo, l1b, de, lo, l1c, pset, HARD, DOWNSTREAM
lo, ancillary, goodtimes, lo, l1c, pset, HARD, DOWNSTREAM
leapseconds, spice, historical, lo, l1c, pset, HARD_NO_TRIGGER, DOWNSTREAM
spacecraft_clock, spice, historical, lo, l1c, pset, HARD_NO_TRIGGER, DOWNSTREAM

lo, l1c, pset, lo, l2, l090-ena-h-sf-nsp-ram-hae-6deg-3mo, HARD_NO_TRIGGER, DOWNSTREAM
spacecraft_clock, spice, historical, lo, l2, l090-ena-h-sf-nsp-ram-hae-6deg-3mo, HARD_NO_TRIGGER, DOWNSTREAM
leapseconds, spice, historical, lo, l2, l090-ena-h-sf-nsp-ram-hae-6deg-3mo, HARD_NO_TRIGGER, DOWNSTREAM
ephemeris_reconstructed, spice, historical, lo, l2, l090-ena-h-sf-nsp-ram-hae-6deg-3mo, HARD_NO_TRIGGER, DOWNSTREAM
ephemeris_predicted, spice, historical, lo, l2, l090-ena-h-sf-nsp-ram-hae-6deg-3mo, HARD_NO_TRIGGER, DOWNSTREAM
attitude_history, spice, historical, lo, l2, l090-ena-h-sf-nsp-ram-hae-6deg-3mo, HARD_NO_TRIGGER, DOWNSTREAM
imap_frames, spice, historical, lo, l2, l090-ena-h-sf-nsp-ram-hae-6deg-3mo, HARD_NO_TRIGGER, DOWNSTREAM
planetary_ephemeris, spice, historical, lo, l2, l090-ena-h-sf-nsp-ram-hae-6deg-3mo, HARD_NO_TRIGGER, DOWNSTREAM
pointing_attitude, spice, historical, lo, l2, l090-ena-h-sf-nsp-ram-hae-6deg-3mo, HARD_NO_TRIGGER, DOWNSTREAM
science_frames, spice, historical, lo, l2, l090-ena-h-sf-nsp-ram-hae-6deg-3mo, HARD_NO_TRIGGER, DOWNSTREAM


lo, l2, l090-ena-h-sf-nsp-ram-hae-4deg-6mo, lo, l3, l090-ena-h-sf-sp-ram-hae-4deg-6mo, HARD, DOWNSTREAM

lo, l3, l090-ena-h-sf-sp-ram-hae-4deg-6mo, lo, l3, l090-spx-h-sf-sp-ram-hae-4deg-6mo, HARD, DOWNSTREAM

# <---- MAG Dependencies ---->

mag, l0, raw, mag, l1a, all, HARD, DOWNSTREAM
leapseconds, spice, historical, mag, l1a, all, HARD_NO_TRIGGER, DOWNSTREAM
spacecraft_clock, spice, historical, mag, l1a, all, HARD_NO_TRIGGER, DOWNSTREAM

mag, l1a, norm-mago, mag, l1b, norm-mago, HARD, DOWNSTREAM
mag, ancillary, l1b-calibration, mag, l1b, norm-mago, HARD, DOWNSTREAM
mag, l1a, norm-magi, mag, l1b, norm-magi, HARD, DOWNSTREAM
mag, ancillary, l1b-calibration, mag, l1b, norm-magi, HARD, DOWNSTREAM
mag, l1a, burst-mago, mag, l1b, burst-mago, HARD, DOWNSTREAM
mag, ancillary, l1b-calibration, mag, l1b, burst-mago, HARD, DOWNSTREAM
mag, l1a, burst-magi, mag, l1b, burst-magi, HARD, DOWNSTREAM
mag, ancillary, l1b-calibration, mag, l1b, burst-magi, HARD, DOWNSTREAM

# For L1C, we want to trigger on either burst or norm or both.
mag, l1b, norm-mago, mag, l1c, norm-mago, SOFT_TRIGGER, DOWNSTREAM
mag, l1b, burst-mago, mag, l1c, norm-mago, SOFT_TRIGGER, DOWNSTREAM
mag, l1b, norm-magi, mag, l1c, norm-magi, SOFT_TRIGGER, DOWNSTREAM
mag, l1b, burst-magi, mag, l1c, norm-magi, SOFT_TRIGGER, DOWNSTREAM

mag, l1c, norm-mago, mag, l1d, norm, HARD, DOWNSTREAM
mag, l1c, norm-magi, mag, l1d, norm, HARD, DOWNSTREAM
mag, ancillary, l1d-calibration, mag, l1d, burst, HARD, DOWNSTREAM
mag, l1b, burst-mago, mag, l1d, burst, HARD, DOWNSTREAM
mag, l1b, burst-magi, mag, l1d, burst, HARD, DOWNSTREAM
mag, ancillary, l1d-calibration, mag, l1d, norm, HARD, DOWNSTREAM

mag, l1c, norm-mago, mag, l2, norm-srf, HARD, DOWNSTREAM
mag, l1b, burst-mago, mag, l2, burst-srf, HARD, DOWNSTREAM
mag, ancillary, l2-calibration, mag, l2, norm-srf, HARD, DOWNSTREAM
mag, ancillary, l2-calibration, mag, l2, burst-srf, HARD, DOWNSTREAM
mag, ancillary, l2-norm-offsets, mag, l2, norm-srf, HARD, DOWNSTREAM
mag, ancillary, l2-burst-offsets, mag, l2, burst-srf, HARD, DOWNSTREAM
leapseconds, spice, historical, mag, l2, norm-srf, HARD_NO_TRIGGER, DOWNSTREAM
spacecraft_clock, spice, historical, mag, l2, norm-srf, HARD_NO_TRIGGER, DOWNSTREAM
leapseconds, spice, historical, mag, l2, burst-srf, HARD_NO_TRIGGER, DOWNSTREAM
spacecraft_clock, spice, historical, mag, l2, burst-srf, HARD_NO_TRIGGER, DOWNSTREAM

# <---- Spacecraft Dependencies ---->
# Quaternions
spacecraft, l0, raw, spacecraft, l1a, quaternions, HARD, DOWNSTREAM
leapseconds, spice, historical, spacecraft, l1a, all, HARD_NO_TRIGGER, DOWNSTREAM
spacecraft_clock, spice, historical, spacecraft, l1a, all, HARD_NO_TRIGGER, DOWNSTREAM

# Pointing kernel
repoint, repoint, historical, spacecraft, l1a, spice, HARD, DOWNSTREAM
leapseconds, spice, historical, spacecraft, l1a, spice, HARD_NO_TRIGGER, DOWNSTREAM
spacecraft_clock, spice, historical, spacecraft, l1a, spice, HARD_NO_TRIGGER, DOWNSTREAM
imap_frames, spice, historical, spacecraft, l1a, spice, HARD_NO_TRIGGER, DOWNSTREAM
science_frames, spice, historical, spacecraft, l1a, spice, HARD_NO_TRIGGER, DOWNSTREAM

# <---- SWAPI Dependencies ---->

swapi, l0, raw, swapi, l1, hk, HARD, DOWNSTREAM
leapseconds, spice, historical, swapi, l1, hk, HARD_NO_TRIGGER, DOWNSTREAM
spacecraft_clock, spice, historical, swapi, l1, hk, HARD_NO_TRIGGER, DOWNSTREAM

swapi, l0, raw, swapi, l1, sci, HARD, DOWNSTREAM
# Need to use l1a HK data to be able to set bit-wise flags in L1 Science file.
swapi, l1a, hk, swapi, l1, sci, HARD, DOWNSTREAM
leapseconds, spice, historical, swapi, l1, sci, HARD_NO_TRIGGER, DOWNSTREAM
spacecraft_clock, spice, historical, swapi, l1, sci, HARD_NO_TRIGGER, DOWNSTREAM

swapi, l1, sci, swapi, l2, sci, HARD, DOWNSTREAM
swapi, ancillary, esa-unit-conversion, swapi, l2, sci, HARD, DOWNSTREAM
swapi, ancillary, lut-notes, swapi, l2, sci, HARD, DOWNSTREAM

swapi, l2, sci, swapi, l3a, alpha-sw, HARD, DOWNSTREAM
swapi, ancillary, clock-angle-and-flow-deflection-lut, swapi, l3a, alpha-sw, HARD, DOWNSTREAM
swapi, ancillary, proton-density-temperature-lut, swapi, l3a, alpha-sw, HARD, DOWNSTREAM
swapi, ancillary, alpha-density-temperature-lut, swapi, l3a, alpha-sw, HARD, DOWNSTREAM
swapi, ancillary, energy-gf-lut, swapi, l3a, alpha-sw, HARD, DOWNSTREAM
swapi, ancillary, instrument-response-lut, swapi, l3a, alpha-sw, HARD, DOWNSTREAM
swapi, ancillary, density-of-neutral-helium-lut, swapi, l3a, alpha-sw, HARD, DOWNSTREAM

swapi, l2, sci, swapi, l3a, proton-sw, HARD, DOWNSTREAM
swapi, ancillary, clock-angle-and-flow-deflection-lut, swapi, l3a, proton-sw, HARD, DOWNSTREAM
swapi, ancillary, proton-density-temperature-lut, swapi, l3a, proton-sw, HARD, DOWNSTREAM
swapi, ancillary, alpha-density-temperature-lut, swapi, l3a, proton-sw, HARD, DOWNSTREAM
swapi, ancillary, energy-gf-lut, swapi, l3a, proton-sw, HARD, DOWNSTREAM
swapi, ancillary, instrument-response-lut, swapi, l3a, proton-sw, HARD, DOWNSTREAM
swapi, ancillary, density-of-neutral-helium-lut, swapi, l3a, proton-sw, HARD, DOWNSTREAM
ephemeris_reconstructed, spice, historical, swapi, l3a, proton-sw, HARD_NO_TRIGGER, DOWNSTREAM
attitude_history, spice, historical, swapi, l3a, proton-sw, HARD_NO_TRIGGER, DOWNSTREAM
leapseconds, spice, historical, swapi, l3a, proton-sw, HARD_NO_TRIGGER, DOWNSTREAM
imap_frames, spice, historical, swapi, l3a, proton-sw, HARD_NO_TRIGGER, DOWNSTREAM
spacecraft_clock, spice, historical, swapi, l3a, proton-sw, HARD_NO_TRIGGER, DOWNSTREAM
science_frames, spice, historical, swapi, l3a, proton-sw, HARD_NO_TRIGGER, DOWNSTREAM
pointing_attitude, spice, historical, swapi, l3a, proton-sw, HARD_NO_TRIGGER, DOWNSTREAM

swapi, l2, sci, swapi, l3a, pui-he, HARD, DOWNSTREAM
swapi, ancillary, clock-angle-and-flow-deflection-lut, swapi, l3a, pui-he, HARD, DOWNSTREAM
swapi, ancillary, proton-density-temperature-lut, swapi, l3a, pui-he, HARD, DOWNSTREAM
swapi, ancillary, alpha-density-temperature-lut, swapi, l3a, pui-he, HARD, DOWNSTREAM
swapi, ancillary, energy-gf-lut, swapi, l3a, pui-he, HARD, DOWNSTREAM
swapi, ancillary, instrument-response-lut, swapi, l3a, pui-he, HARD, DOWNSTREAM
swapi, ancillary, density-of-neutral-helium-lut, swapi, l3a, pui-he, HARD, DOWNSTREAM
ephemeris_reconstructed, spice, historical, swapi, l3a, pui-he, HARD_NO_TRIGGER, DOWNSTREAM
attitude_history, spice, historical, swapi, l3a, pui-he, HARD_NO_TRIGGER, DOWNSTREAM
leapseconds, spice, historical, swapi, l3a, pui-he, HARD_NO_TRIGGER, DOWNSTREAM
spacecraft_clock, spice, historical, swapi, l3a, pui-he, HARD_NO_TRIGGER, DOWNSTREAM
imap_frames, spice, historical, swapi, l3a, pui-he, HARD_NO_TRIGGER, DOWNSTREAM
science_frames, spice, historical, swapi, l3a, pui-he, HARD_NO_TRIGGER, DOWNSTREAM

swapi, l2, sci, swapi, l3b, combined, HARD, DOWNSTREAM
swapi, ancillary, efficiency-lut, swapi, l3b, combined, HARD, DOWNSTREAM
